label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.7685707807540894,0.5706576108932495,0.700868546962738,0.5571128129959106,0.6401565074920654,0.49873435497283936,0.6395083665847778,0.43824276328086853,0.6780686974525452,0.4151422381401062,0.6587272882461548,0.401274174451828,0.6392276287078857,0.3522242605686188,0.6568962931632996,0.42416101694107056,0.6679832339286804,0.45397716760635376,0.704527735710144,0.3842984139919281,0.6846058964729309,0.3364545404911041,0.7020483613014221,0.42599546909332275,0.7067411541938782,0.443520724773407,0.751818835735321,0.3775387704372406,0.7360901832580566,0.3416014313697815,0.7446807622909546,0.4252048134803772,0.7478679418563843,0.4375423192977905,0.7998529076576233,0.3810610771179199,0.7835845947265625,0.3489721417427063,0.7829973697662354,0.40738263726234436,0.7846001386642456,0.42077866196632385
0,0.7678884267807007,0.5714395046234131,0.7006992101669312,0.5573484897613525,0.640139102935791,0.498661071062088,0.6393930315971375,0.43836456537246704,0.6783372759819031,0.41641008853912354,0.6570003032684326,0.4020041227340698,0.6379038691520691,0.3537575602531433,0.6566744446754456,0.4251460134983063,0.6680536270141602,0.45397719740867615,0.7033472061157227,0.38451847434043884,0.6842683553695679,0.33651819825172424,0.7026353478431702,0.4262426495552063,0.7068191766738892,0.44405287504196167,0.7511528134346008,0.377437949180603,0.7363347411155701,0.34220603108406067,0.7452147006988525,0.42602142691612244,0.7469379901885986,0.4390079379081726,0.7992183566093445,0.38106757402420044,0.7848907709121704,0.3488355278968811,0.7842406034469604,0.4080179035663605,0.78426593542099,0.42256176471710205
0,0.7685030698776245,0.5727930068969727,0.6999586820602417,0.5571926236152649,0.6401317119598389,0.4972074627876282,0.6404862999916077,0.4370194673538208,0.6792453527450562,0.41515854001045227,0.6571995615959167,0.4031451344490051,0.638643741607666,0.35511112213134766,0.6571677923202515,0.4279552102088928,0.6674984693527222,0.45741093158721924,0.7038091421127319,0.3857908546924591,0.684387743473053,0.33700481057167053,0.7028539776802063,0.42717379331588745,0.7066146731376648,0.44445186853408813,0.7517409324645996,0.3786477744579315,0.7361605763435364,0.34197211265563965,0.7452216148376465,0.42576563358306885,0.7469409704208374,0.43792176246643066,0.7995562553405762,0.3816060721874237,0.7840945720672607,0.3495941162109375,0.7838729619979858,0.40808504819869995,0.7843347191810608,0.42158132791519165
0,0.7681213021278381,0.5738711357116699,0.6997819542884827,0.559165894985199,0.6394160985946655,0.49760711193084717,0.6415961384773254,0.43692854046821594,0.682792603969574,0.4181579649448395,0.6571629643440247,0.40312325954437256,0.6383366584777832,0.3552623987197876,0.6562294363975525,0.4282713532447815,0.6667572855949402,0.45852547883987427,0.7038694620132446,0.3849959671497345,0.6842186450958252,0.3365975618362427,0.7019913792610168,0.42695823311805725,0.7061484456062317,0.44551968574523926,0.7519035339355469,0.3776969015598297,0.7364777326583862,0.342440128326416,0.7450218796730042,0.42650601267814636,0.7468921542167664,0.4389798641204834,0.8000116944313049,0.38112425804138184,0.7843677997589111,0.3499140441417694,0.7836782932281494,0.40914079546928406,0.7842354774475098,0.42302489280700684
0,0.7696269750595093,0.5712089538574219,0.700252890586853,0.5571346282958984,0.6399355530738831,0.4965471923351288,0.6421661376953125,0.43632543087005615,0.6823288202285767,0.4152446687221527,0.6589295864105225,0.4048411250114441,0.6390281915664673,0.3559199571609497,0.6567431688308716,0.43081289529800415,0.6672074198722839,0.4586595594882965,0.7048993110656738,0.3873240351676941,0.6842633485794067,0.3384157419204712,0.7020888924598694,0.4303223490715027,0.7066960334777832,0.44608741998672485,0.7524023652076721,0.3790424168109894,0.7354401350021362,0.3419059216976166,0.7444783449172974,0.4270934462547302,0.748151421546936,0.43743887543678284,0.8007063865661621,0.3803492486476898,0.7828536033630371,0.3499148190021515,0.7830435633659363,0.40970444679260254,0.7856106758117676,0.4217016100883484
0,0.7688784599304199,0.570848822593689,0.6999861001968384,0.5561384558677673,0.6393808126449585,0.4948081970214844,0.6389334797859192,0.4339488744735718,0.6768431067466736,0.4123242199420929,0.6589592099189758,0.4015062749385834,0.6393029689788818,0.3523954749107361,0.6567804217338562,0.42616206407546997,0.6670247316360474,0.4550895094871521,0.7049753665924072,0.38465800881385803,0.6846120953559875,0.3359229564666748,0.7021596431732178,0.4265637993812561,0.7063058018684387,0.44290444254875183,0.7528024911880493,0.37721845507621765,0.7357535362243652,0.3398601710796356,0.7446128726005554,0.4247995913028717,0.7479011416435242,0.436771422624588,0.8014342188835144,0.38020122051239014,0.7841688394546509,0.3452680706977844,0.7841057181358337,0.40599197149276733,0.7862758636474609,0.42126229405403137
0,0.768910825252533,0.5728529691696167,0.7001609206199646,0.5588803887367249,0.6394768357276917,0.4980807602405548,0.6402341723442078,0.43697595596313477,0.6791909337043762,0.4174113869667053,0.65833580493927,0.40110209584236145,0.6393775939941406,0.35403674840927124,0.6575676798820496,0.4273937940597534,0.6686208844184875,0.45736145973205566,0.7051678895950317,0.3831597566604614,0.6853834986686707,0.3359416127204895,0.702960193157196,0.4265516698360443,0.7074841856956482,0.44414156675338745,0.7530729174613953,0.37611907720565796,0.7372095584869385,0.34198665618896484,0.7459181547164917,0.4259476661682129,0.7487677335739136,0.4373686909675598,0.8012495636940002,0.38030916452407837,0.7850415110588074,0.3484329581260681,0.7848517298698425,0.4080575406551361,0.7861399054527283,0.4219669997692108
0,0.7701318264007568,0.5750306844711304,0.7012705206871033,0.5615419149398804,0.640090823173523,0.5021718740463257,0.6402655839920044,0.44254469871520996,0.6799411177635193,0.42253199219703674,0.657970666885376,0.40350836515426636,0.6391198635101318,0.3556555509567261,0.6576188802719116,0.42885535955429077,0.6685943603515625,0.45860710740089417,0.704939067363739,0.38512229919433594,0.6856280565261841,0.3363325297832489,0.7035026550292969,0.4279281497001648,0.7080608606338501,0.4460547864437103,0.7530264258384705,0.3778522312641144,0.7377434372901917,0.3445974588394165,0.7464828491210938,0.4286981225013733,0.7491748929023743,0.4400102496147156,0.801394522190094,0.382332980632782,0.7853512763977051,0.3518655002117157,0.7852931022644043,0.41151487827301025,0.7863662838935852,0.4252718687057495
0,0.770336389541626,0.5756433010101318,0.7012770771980286,0.5621194839477539,0.6402507424354553,0.5011318922042847,0.6423519253730774,0.4392308294773102,0.6833487749099731,0.4195829927921295,0.6583331227302551,0.4041728973388672,0.639631986618042,0.356356143951416,0.6568509340286255,0.4298374652862549,0.6674648523330688,0.4580557942390442,0.7050595879554749,0.38599732518196106,0.6853823065757751,0.33839094638824463,0.7024259567260742,0.43006962537765503,0.7073436975479126,0.4467501640319824,0.7530242800712585,0.3786360025405884,0.7372432351112366,0.34622395038604736,0.7453218698501587,0.43045252561569214,0.7483115792274475,0.44034478068351746,0.8014565110206604,0.3822009563446045,0.7851335406303406,0.3527710735797882,0.7843565344810486,0.4127439558506012,0.7855820655822754,0.425803542137146
0,0.7700651288032532,0.5762417912483215,0.7025381922721863,0.5612274408340454,0.6418511867523193,0.5011380314826965,0.642774224281311,0.44109871983528137,0.68203204870224,0.42103609442710876,0.6582829356193542,0.40136346220970154,0.6410098075866699,0.3565351068973541,0.6586432456970215,0.4301326870918274,0.6688152551651001,0.4583852291107178,0.705450177192688,0.3831212520599365,0.6868960857391357,0.3376099467277527,0.703886091709137,0.42925506830215454,0.7083309888839722,0.44580820202827454,0.7537779808044434,0.3764985501766205,0.7377114295959473,0.3453476130962372,0.7460880279541016,0.4299963116645813,0.7487949728965759,0.44099336862564087,0.8019096255302429,0.38150933384895325,0.784593403339386,0.35351821780204773,0.7850605845451355,0.41248205304145813,0.7871243953704834,0.4252764880657196
